time_s,frame,direction,phase,speed,detected_color,active_color,avoidance_stage,x_center,y_center,object_angle,raw_wall_angle,wall_servo,servo_command,is_corner,blue_visible,orange_visible,quarter_count,lap_count,total_quarters,obstacles_locked,obstacles_cleared,side_clearance_met,extreme_active,stable_streak,post_lap_corner_seen,arduino_reply
1.0930,23,right,WALL_FOLLOW,600,none,none,IDLE,,,,87,83,83,0,0,0,0,0,0,0,0,0,0,0,0,
1.1400,24,right,WALL_FOLLOW,600,red,none,IDLE,475.5,7.0,57.92,85,81,81,0,0,0,0,0,0,0,0,0,0,0,0,
1.1921,25,right,WALL_FOLLOW,600,none,none,IDLE,,,,93,89,89,0,0,0,0,0,0,0,0,0,0,0,0,
1.2341,26,right,WALL_FOLLOW,600,none,none,IDLE,,,,83,79,79,0,0,0,0,0,0,0,0,0,0,0,0,
1.2819,27,right,WALL_FOLLOW,600,red,none,IDLE,454.0,13.5,57.23,96,90,90,0,0,0,0,0,0,0,0,0,0,0,0,
1.3321,28,right,WALL_FOLLOW,600,none,none,IDLE,,,,77,73,73,0,0,0,0,0,0,0,0,0,0,0,0,
1.3789,29,right,WALL_FOLLOW,600,red,none,IDLE,436.0,7.0,55.42,91,87,87,0,0,0,0,0,0,0,0,0,0,0,0,
1.4301,30,right,AVOID_SHIFT_EXTREME,600,red,red,SHIFT,435.0,14.0,56.04,92,88,64,0,0,0,0,0,0,1,0,0,1,0,0,
1.4835,31,right,AVOID_SHIFT_EXTREME,600,red,red,SHIFT,424.5,6.5,54.58,89,85,64,0,0,0,0,0,0,1,0,0,1,0,0,
1.5301,32,right,AVOID_SHIFT_EXTREME,600,red,red,SHIFT,413.0,13.0,54.40,98,90,64,0,0,0,0,0,0,1,0,0,1,0,0,
1.5834,33,right,AVOID_SHIFT_EXTREME,600,red,red,SHIFT,403.5,12.5,53.65,98,90,64,0,0,0,0,0,0,1,0,0,1,0,0,
1.6301,34,right,SHIFT_HOLD,600,none,red,SHIFT,,,,110,90,64,0,0,0,0,0,0,1,0,0,0,0,0,
1.6782,35,right,SHIFT_HOLD,600,none,red,SHIFT,,,,96,90,64,0,0,0,0,0,0,1,0,0,0,0,0,
1.7489,36,right,PASS_UNCONFIRMED_SHIFT,600,none,red,UNCONFIRMED,,,,97,90,64,0,0,0,0,0,0,1,0,0,0,0,0,
1.8016,37,right,PASS_UNCONFIRMED_SHIFT,600,none,red,UNCONFIRMED,,,,98,90,64,0,0,0,0,0,0,1,0,0,0,0,0,
1.8474,38,right,PASS_UNCONFIRMED_SHIFT,600,none,red,UNCONFIRMED,,,,100,90,64,0,0,0,0,0,0,1,0,0,0,0,0,
1.8964,39,right,PASS_UNCONFIRMED_SHIFT,600,none,red,UNCONFIRMED,,,,102,90,64,0,0,0,0,0,0,1,0,0,0,0,0,
1.9444,40,right,PASS_UNCONFIRMED_SHIFT,600,none,red,UNCONFIRMED,,,,104,90,64,0,0,0,0,0,0,1,0,0,0,0,0,
1.9967,41,right,PASS_UNCONFIRMED_SHIFT,600,none,red,UNCONFIRMED,,,,104,90,64,0,0,0,0,0,0,1,0,0,0,0,0,
2.0416,42,right,PASS_UNCONFIRMED_SHIFT,600,none,red,UNCONFIRMED,,,,106,90,64,0,0,0,0,0,0,1,0,0,0,0,0,
2.0914,43,right,AVOID_RECOVER,600,none,red,RECOVER,,,,107,90,87,0,0,0,0,0,0,1,0,0,0,0,0,
2.1448,44,right,AVOID_RECOVER,600,none,red,RECOVER,,,,111,90,87,0,0,0,0,0,0,1,0,0,0,0,0,
2.1931,45,right,AVOID_RECOVER,600,none,red,RECOVER,,,,114,90,87,0,0,0,0,0,0,1,0,0,0,0,0,
2.2461,46,right,AVOID_RECOVER,600,none,red,RECOVER,,,,121,90,87,0,0,0,0,0,0,1,0,0,0,0,0,
2.3002,47,right,AVOID_RECOVER,600,none,red,RECOVER,,,,126,90,87,0,0,0,0,0,0,1,0,0,0,0,0,
2.3572,48,right,AVOID_RECOVER,600,none,red,RECOVER,,,,128,90,87,0,0,0,0,0,0,1,0,0,0,0,0,
2.4214,49,right,AVOID_RECOVER,600,none,red,RECOVER,,,,128,90,87,0,0,0,0,0,0,1,0,0,0,0,0,
2.4792,50,right,WALL_FOLLOW,600,none,none,IDLE,,,,128,90,90,0,0,0,0,0,0,1,0,0,0,0,0,
2.5445,51,right,WALL_FOLLOW,600,none,none,IDLE,,,,128,90,90,0,0,0,0,0,0,1,0,0,0,0,0,
2.6022,52,right,WALL_FOLLOW,600,none,none,IDLE,,,,128,90,90,0,1,0,0,0,0,1,0,0,0,0,0,
2.6672,53,right,WALL_FOLLOW,600,none,none,IDLE,,,,125,90,90,0,0,0,0,0,0,1,0,0,0,0,0,
2.7292,54,right,WALL_FOLLOW,600,none,none,IDLE,,,,125,90,90,0,1,0,0,0,0,1,0,0,0,0,0,
2.7912,55,right,WALL_FOLLOW,600,none,none,IDLE,,,,125,90,90,0,0,0,0,0,0,1,0,0,0,0,0,
2.8522,56,right,WALL_FOLLOW,600,none,none,IDLE,,,,128,90,90,0,1,0,0,0,0,1,0,0,0,0,0,
2.9194,57,right,WALL_FOLLOW,600,none,none,IDLE,,,,108,90,90,1,0,0,0,0,0,1,0,0,0,0,0,
2.9801,58,right,WALL_FOLLOW,600,none,none,IDLE,,,,111,90,90,0,0,0,0,0,0,1,0,0,0,0,0,
3.0403,59,right,WALL_FOLLOW,600,none,none,IDLE,,,,119,90,90,0,0,1,0,0,0,1,0,0,0,0,0,
3.1022,60,right,WALL_FOLLOW,600,none,none,IDLE,,,,121,90,90,0,0,0,0,0,0,1,0,0,0,0,0,
3.1721,61,right,WALL_FOLLOW,600,none,none,IDLE,,,,124,90,90,0,0,0,0,0,0,1,0,0,0,0,0,
3.2263,62,right,WALL_FOLLOW,600,none,none,IDLE,,,,122,90,90,0,0,0,0,0,0,1,0,0,0,0,0,
3.2771,63,right,WALL_FOLLOW,600,none,none,IDLE,,,,119,90,90,0,0,0,0,0,0,1,0,0,0,0,0,
3.3211,64,right,WALL_FOLLOW,600,none,none,IDLE,,,,125,90,90,0,0,0,0,0,0,1,0,0,0,0,0,
3.3695,65,right,WALL_FOLLOW,600,red,none,IDLE,485.9549560546875,214.35243225097656,81.63,128,90,90,0,0,0,0,0,0,1,0,0,0,0,0,
3.4181,66,right,WALL_FOLLOW,600,none,none,IDLE,,,,125,90,90,0,0,0,0,0,0,1,0,0,0,0,0,
3.4592,67,right,WALL_FOLLOW,600,none,none,IDLE,,,,128,90,90,0,0,0,0,0,0,1,0,0,0,0,0,
3.5051,68,right,WALL_FOLLOW,600,none,none,IDLE,,,,123,90,90,0,0,1,0,0,0,1,0,0,0,0,0,
3.5481,69,right,WALL_FOLLOW,600,red,none,IDLE,359.3399658203125,229.62001037597656,81.63,128,90,90,0,0,1,0,0,0,1,0,0,0,0,0,
3.5970,70,right,AVOID_SHIFT,600,red,red,SHIFT,41.11830139160156,245.48583984375,81.63,128,90,73,0,0,1,0,0,0,2,0,1,0,0,0,
3.6433,71,right,SHIFT_HOLD,600,none,red,SHIFT,,,,116,90,73,0,0,1,0,0,0,2,0,0,0,0,0,
3.6883,72,right,SHIFT_HOLD,600,none,red,SHIFT,,,,118,90,73,0,0,0,0,0,0,2,0,0,0,0,0,
3.7322,73,right,PASS_UNCONFIRMED_SHIFT,600,none,red,UNCONFIRMED,,,,48,72,64,1,0,1,0,0,0,2,0,0,0,0,0,
3.7826,74,right,PASS_UNCONFIRMED_SHIFT,600,none,red,UNCONFIRMED,,,,98,90,64,0,0,0,0,0,0,2,0,0,0,0,0,
3.8225,75,right,PASS_UNCONFIRMED_SHIFT,600,none,red,UNCONFIRMED,,,,106,90,64,0,0,0,0,0,0,2,0,0,0,0,0,
3.8705,76,right,PASS_UNCONFIRMED_SHIFT,600,none,red,UNCONFIRMED,,,,111,90,64,0,0,0,0,0,0,2,0,0,0,0,0,
3.9179,77,right,PASS_UNCONFIRMED_SHIFT,600,none,red,UNCONFIRMED,,,,116,90,64,0,0,0,0,0,0,2,0,0,0,0,0,
3.9715,78,right,PASS_UNCONFIRMED_SHIFT,600,none,red,UNCONFIRMED,,,,122,90,64,0,0,0,0,0,0,2,0,0,0,0,0,
4.0245,79,right,PASS_UNCONFIRMED_SHIFT,600,none,red,UNCONFIRMED,,,,128,90,64,0,0,0,0,0,0,2,0,0,0,0,0,
4.0768,80,right,AVOID_RECOVER,600,none,red,RECOVER,,,,86,82,87,1,0,1,0,0,0,2,0,0,0,0,0,
4.1414,81,right,AVOID_RECOVER,600,none,red,RECOVER,,,,128,90,87,0,0,1,0,0,0,2,0,0,0,0,0,
4.1913,82,right,AVOID_RECOVER,600,none,red,RECOVER,,,,122,90,87,0,0,1,0,0,0,2,0,0,0,0,0,
4.2463,83,right,AVOID_RECOVER,600,none,red,RECOVER,,,,126,90,87,0,0,0,0,0,0,2,0,0,0,0,0,
4.3083,84,right,AVOID_RECOVER,600,none,red,RECOVER,,,,128,90,87,0,0,0,0,0,0,2,0,0,0,0,0,
4.3693,85,right,AVOID_RECOVER,600,none,red,RECOVER,,,,128,90,87,0,0,1,0,0,0,2,0,0,0,0,0,
4.4313,86,right,WALL_FOLLOW,600,none,none,IDLE,,,,128,90,90,0,0,0,0,0,0,2,0,0,0,0,0,
4.4954,87,right,WALL_FOLLOW,600,none,none,IDLE,,,,128,90,90,0,0,0,0,0,0,2,0,0,0,0,0,
4.5532,88,right,WALL_FOLLOW,600,none,none,IDLE,,,,128,90,90,0,0,0,0,0,0,2,0,0,0,0,0,
4.6155,89,right,WALL_FOLLOW,600,none,none,IDLE,,,,127,90,90,0,0,0,0,0,0,2,0,0,0,0,0,
4.6743,90,right,WALL_FOLLOW,600,none,none,IDLE,,,,125,90,90,0,0,0,0,0,0,2,0,0,0,0,0,
4.7352,91,right,WALL_FOLLOW,600,none,none,IDLE,,,,127,90,90,0,0,0,0,0,0,2,0,0,0,0,0,
4.7971,92,right,WALL_FOLLOW,600,none,none,IDLE,,,,128,90,90,0,0,0,0,0,0,2,0,0,0,0,0,
4.8631,93,right,WALL_FOLLOW,600,none,none,IDLE,,,,128,90,90,0,0,0,0,0,0,2,0,0,0,0,0,
4.9291,94,right,WALL_FOLLOW,600,none,none,IDLE,,,,102,90,90,1,0,0,0,0,0,2,0,0,0,0,0,
4.9681,95,right,WALL_FOLLOW,600,none,none,IDLE,,,,113,90,90,0,0,0,0,0,0,2,0,0,0,0,0,
5.0401,96,right,WALL_FOLLOW,600,none,none,IDLE,,,,111,90,90,0,0,0,0,0,0,2,0,0,0,0,0,
5.0833,97,right,WALL_FOLLOW,600,none,none,IDLE,,,,128,90,90,0,0,0,0,0,0,2,0,0,0,0,0,
5.1561,98,right,WALL_FOLLOW,600,none,none,IDLE,,,,125,90,90,0,0,0,0,0,0,2,0,0,0,0,0,
5.1943,99,right,WALL_FOLLOW,600,none,none,IDLE,,,,125,90,90,0,0,0,0,0,0,2,0,0,0,0,0,
5.2336,100,right,WALL_FOLLOW,600,none,none,IDLE,,,,125,90,90,0,0,0,0,0,0,2,0,0,0,0,0,
5.3031,101,right,WALL_FOLLOW,600,none,none,IDLE,,,,128,90,90,0,0,0,0,0,0,2,0,0,0,0,0,
5.3674,102,right,WALL_FOLLOW,600,none,none,IDLE,,,,128,90,90,0,0,0,0,0,0,2,0,0,0,0,0,
5.4302,103,right,WALL_FOLLOW,600,green,none,IDLE,616.9382934570312,43.60399627685547,4.10,128,90,90,0,0,0,0,0,0,2,0,0,0,0,0,
5.4927,104,right,AVOID_SHIFT,600,green,green,SHIFT,597.1000366210938,56.799983978271484,-0.74,128,90,89,0,0,1,0,0,0,3,0,0,0,0,0,
5.5579,105,right,AVOID_SHIFT,600,green,green,SHIFT,590.7431640625,85.0650634765625,-2.72,128,90,91,0,0,1,0,0,0,3,0,0,0,0,0,
5.6163,106,right,SHIFT_HOLD,600,none,green,SHIFT,,,,108,90,91,1,0,1,0,0,0,3,0,0,0,0,0,
5.6816,107,right,AVOID_SHIFT,600,green,green,SHIFT,594.0,195.5,-4.06,81,77,92,1,0,0,0,0,0,3,0,1,0,0,0,
5.7327,108,right,SHIFT_HOLD,600,none,green,SHIFT,,,,104,90,92,0,0,1,0,0,0,3,0,0,0,0,0,
5.7826,109,right,SHIFT_HOLD,600,none,green,SHIFT,,,,110,90,92,0,1,0,1,0,1,3,0,0,0,0,0,
5.8356,110,right,PASS_UNCONFIRMED_SHIFT,600,none,green,UNCONFIRMED,,,,104,90,105,0,1,0,1,0,1,3,0,0,0,0,0,
5.8921,111,right,PASS_UNCONFIRMED_SHIFT,600,none,green,UNCONFIRMED,,,,118,90,105,0,1,0,1,0,1,3,0,0,0,0,0,
5.9407,112,right,PASS_UNCONFIRMED_SHIFT,600,none,green,UNCONFIRMED,,,,125,90,105,0,1,0,1,0,1,3,0,0,0,0,0,
5.9973,113,right,PASS_UNCONFIRMED_SHIFT,600,none,green,UNCONFIRMED,,,,126,90,105,0,1,1,1,0,1,3,0,0,0,0,0,
6.0499,114,right,PASS_UNCONFIRMED_SHIFT,600,none,green,UNCONFIRMED,,,,127,90,105,0,1,1,1,0,1,3,0,0,0,0,0,
6.1087,115,right,PASS_UNCONFIRMED_SHIFT,600,none,green,UNCONFIRMED,,,,127,90,105,0,1,1,1,0,1,3,0,0,0,0,0,
6.1668,116,right,AVOID_RECOVER,600,none,green,RECOVER,,,,123,90,77,0,1,1,1,0,1,3,0,0,0,0,0,
6.2279,117,right,AVOID_RECOVER,600,none,green,RECOVER,,,,128,90,77,0,0,1,1,0,1,3,0,0,0,0,0,
6.2846,118,right,AVOID_RECOVER,600,none,green,RECOVER,,,,128,90,77,0,0,0,1,0,1,3,0,0,0,0,0,
6.3459,119,right,AVOID_RECOVER,600,none,green,RECOVER,,,,128,90,77,0,0,0,1,0,1,3,0,0,0,0,0,
6.4084,120,right,AVOID_RECOVER,600,none,green,RECOVER,,,,128,90,77,0,0,1,1,0,1,3,0,0,0,0,0,
6.4756,121,right,AVOID_RECOVER,600,none,green,RECOVER,,,,128,90,77,0,0,1,1,0,1,3,0,0,0,0,0,
6.5363,122,right,WALL_FOLLOW,600,none,none,IDLE,,,,128,90,90,0,0,1,1,0,1,3,0,0,0,0,0,
6.6115,123,right,WALL_FOLLOW,600,none,none,IDLE,,,,123,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
6.6861,124,right,WALL_FOLLOW,600,none,none,IDLE,,,,123,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
6.7243,125,right,WALL_FOLLOW,600,none,none,IDLE,,,,123,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
6.7652,126,right,WALL_FOLLOW,600,none,none,IDLE,,,,123,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
6.8052,127,right,WALL_FOLLOW,600,none,none,IDLE,,,,122,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
6.8472,128,right,WALL_FOLLOW,600,none,none,IDLE,,,,122,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
6.8944,129,right,WALL_FOLLOW,600,none,none,IDLE,,,,120,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
6.9361,130,right,WALL_FOLLOW,600,none,none,IDLE,,,,123,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
6.9831,131,right,WALL_FOLLOW,600,none,none,IDLE,,,,124,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
7.0292,132,right,WALL_FOLLOW,600,none,none,IDLE,,,,124,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
7.0761,133,right,WALL_FOLLOW,600,none,none,IDLE,,,,125,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
7.1233,134,right,WALL_FOLLOW,600,none,none,IDLE,,,,125,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
7.1732,135,right,WALL_FOLLOW,600,none,none,IDLE,,,,126,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
7.2242,136,right,WALL_FOLLOW,600,none,none,IDLE,,,,127,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
7.2786,137,right,WALL_FOLLOW,600,none,none,IDLE,,,,127,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
7.3252,138,right,WALL_FOLLOW,600,none,none,IDLE,,,,121,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
7.3753,139,right,WALL_FOLLOW,600,none,none,IDLE,,,,121,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
7.4272,140,right,WALL_FOLLOW,600,none,none,IDLE,,,,128,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
7.4782,141,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
7.5272,142,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
7.5805,143,right,WALL_FOLLOW,600,red,none,IDLE,419.5,182.5,75.59,117,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
7.6331,144,right,WALL_FOLLOW,600,none,none,IDLE,,,,121,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
7.6836,145,right,WALL_FOLLOW,600,none,none,IDLE,,,,117,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
7.7311,146,right,WALL_FOLLOW,600,red,none,IDLE,433.1139831542969,100.90156555175781,65.51,128,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
7.7851,147,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
7.8323,148,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
7.8822,149,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
7.9322,150,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,122,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
7.9823,151,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,1,0,1,0,1,3,0,0,0,0,0,
8.0334,152,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,1,0,1,0,1,3,0,0,0,0,0,
8.0885,153,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,111,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
8.1362,154,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
8.1872,155,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,1,0,1,0,1,3,0,0,0,0,0,
8.2392,156,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,1,0,1,0,1,3,0,0,0,0,0,
8.2882,157,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,1,0,1,0,1,3,0,0,0,0,0,
8.3402,158,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,1,0,1,0,1,3,0,0,0,0,0,
8.3902,159,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,1,0,1,0,1,3,0,0,0,0,0,
8.4402,160,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,1,0,1,0,1,3,0,0,0,0,0,
8.4935,161,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,1,0,1,0,1,3,0,0,0,0,0,
8.5412,162,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,1,0,1,0,1,3,0,0,0,0,0,
8.5912,163,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,1,0,1,0,1,3,0,0,0,0,0,
8.6433,164,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,1,0,1,0,1,3,0,0,0,0,0,
8.6932,165,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
8.7444,166,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,1,0,1,0,1,3,0,0,0,0,0,
8.7942,167,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,1,0,1,0,1,3,0,0,0,0,0,
8.8443,168,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,128,90,90,0,1,0,1,0,1,3,0,0,0,0,0,
8.9004,169,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,115,90,90,0,1,0,1,0,1,3,0,0,0,0,0,
8.9463,170,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,114,90,90,0,1,0,1,0,1,3,0,0,0,0,0,
8.9982,171,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,115,90,90,0,1,0,1,0,1,3,0,0,0,0,0,
9.0473,172,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,116,90,90,0,1,0,1,0,1,3,0,0,0,0,0,
9.0982,173,right,WALL_FOLLOW,600,none,none,IDLE,,,1000.00,116,90,90,0,0,0,1,0,1,3,0,0,0,0,0,
